SEP=;
active;ref.owner_id;ref.report_id;ref.state;ref.version;report.additional_notes;report.condition.abandoned_body_pits;report.condition.abandoned_egg_cavities;report.condition.accretion.0.storm_name;report.condition.accretion.0.timestamp_ms;report.condition.actively_record_events;report.condition.additional_hatch_timestamp_ms;report.condition.describe_control_methods;report.condition.disorientation;report.condition.eggs_damaged_by_another_turtle;report.condition.eggs_scattered_by_another;report.condition.eggs_scattered_by_another_timestamp_ms;report.condition.ghost_damage_10_or_less;report.condition.hatch_timestamp_ms;report.condition.inundated_event.0.storm_name;report.condition.inundated_event.0.timestamp_ms;report.condition.inundated_event.1.storm_name;report.condition.inundated_event.1.timestamp_ms;report.condition.inundated_event.2.storm_name;report.condition.inundated_event.2.timestamp_ms;report.condition.nest_depredated;report.condition.nest_dug_into;report.condition.nest_inundated;report.condition.nest_inundated_timestamp_ms;report.condition.no_digging;report.condition.partial_washout.storm_name;report.condition.partial_washout.timestamp_ms;report.condition.poached;report.condition.poached_eggs_removed;report.condition.poached_timestamp_ms;report.condition.post_hatch_washout;report.condition.preditation.0.number_of_eggs;report.condition.preditation.0.predator;report.condition.preditation.0.predator_spinner_text;report.condition.preditation.0.timestamp_ms;report.condition.prop_events_recorded;report.condition.roots_invaded_eggshells;report.condition.storm_impact.other_impact;report.condition.storm_impact.storm_name;report.condition.storm_impact.timestamp_ms;report.condition.vandalism_type;report.condition.vandalized;report.condition.vandalized_timestamp_ms;report.condition.wash_out.storm_name;report.condition.wash_out.timestamp_ms;report.condition.wash_over.0.storm_name;report.condition.wash_over.0.timestamp_ms;report.condition.wash_over.1.storm_name;report.condition.wash_over.1.timestamp_ms;report.condition.wash_over.10.storm_name;report.condition.wash_over.10.timestamp_ms;report.condition.wash_over.2.storm_name;report.condition.wash_over.2.timestamp_ms;report.condition.wash_over.3.storm_name;report.condition.wash_over.3.timestamp_ms;report.condition.wash_over.4.storm_name;report.condition.wash_over.4.timestamp_ms;report.condition.wash_over.5.storm_name;report.condition.wash_over.5.timestamp_ms;report.condition.wash_over.6.storm_name;report.condition.wash_over.6.timestamp_ms;report.condition.wash_over.7.storm_name;report.condition.wash_over.7.timestamp_ms;report.condition.wash_over.8.storm_name;report.condition.wash_over.8.timestamp_ms;report.condition.wash_over.9.storm_name;report.condition.wash_over.9.timestamp_ms;report.false_crawl_number;report.image.1;report.image.2;report.image.3;report.image.4;report.image.5;report.image.6;report.image.7;report.image.8;report.intervention.adopted;report.intervention.adoptee;report.intervention.excavation.dead_in_nest;report.intervention.excavation.dead_pipped;report.intervention.excavation.eggs_destroyed;report.intervention.excavation.excavated;report.intervention.excavation.failure_other;report.intervention.excavation.failure_reason;report.intervention.excavation.hatched_shells;report.intervention.excavation.live_in_nest;report.intervention.excavation.live_pipped;report.intervention.excavation.timestamp_ms;report.intervention.excavation.whole_unhatched;report.intervention.protection_event.reason;report.intervention.protection_event.timestamp_ms;report.intervention.protection_event.type;report.intervention.relocation.coordinates.lat;report.intervention.relocation.coordinates.long;report.intervention.relocation.eggs_destroyed;report.intervention.relocation.eggs_relocated;report.intervention.relocation.new_address;report.intervention.relocation.reason;report.intervention.relocation.timestamp_ms;report.intervention.relocation.was_relocated;report.location.apex_to_barrier_ft;report.location.apex_to_barrier_in;report.location.city;report.location.coordinates.lat;report.location.coordinates.long;report.location.details;report.location.escarpment_over_18_inches;report.location.in_cortez_groin_replacement_area;report.location.obstructions.escarpment;report.location.obstructions.furniture;report.location.obstructions.other;report.location.obstructions.seawall_rocks;report.location.placement;report.location.section;report.location.street_address;report.location.triangulation.north.lat;report.location.triangulation.north.long;report.location.triangulation.north_ft;report.location.triangulation.north_in;report.location.triangulation.south.lat;report.location.triangulation.south.long;report.location.triangulation.south_ft;report.location.triangulation.south_in;report.location.water_to_apex_ft;report.location.water_to_apex_in;report.nest_number;report.nest_seaward_of_armoring_structure;report.observers;report.possible_false_crawl;report.possible_false_crawl_number;report.species;report.species_other;report.status;report.timestamp_found_ms;report.type_of_structure;report.within_3_feet_of_structure
NO;section4@islandturtlewatch.com;388;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;96;http://1-dot-static-sentinel-567.appspot.com/web/image/388/4679bb86-de25-425f-a4aa-c595984cd288.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;189;0;HB;27.50099313;-82.71551186;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;102 46th Street - north end of house;0.0;0.0;0;0;0.0;0.0;0;0;23;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section4@islandturtlewatch.com;389;ACTIVE;9;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;97;http://1-dot-static-sentinel-567.appspot.com/web/image/389/31cda7a7-4714-486c-a150-588fdf3e489b.jpg;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;110;0;HB;27.50648321;-82.71911722;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5400 GD - 5400 Condos - below south building;0.0;0.0;0;0;0.0;0.0;0;0;9;0;0;NO;Fred, Carolyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467950400000;;NO
NO;section4@islandturtlewatch.com;390;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;98;http://1-dot-static-sentinel-567.appspot.com/web/image/390/66005b14-6cf3-4017-97e1-8664ba3e3f09.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;132;0;HB;27.50251832;-82.71649563;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;103 49 th Street;0.0;0.0;0;0;0.0;0.0;0;0;20;0;0;NO;Fred, Carolyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467950400000;;NO
NO;section4@islandturtlewatch.com;391;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;99;http://1-dot-static-sentinel-567.appspot.com/web/image/391/2b09a4ff-17ad-4d6b-ac58-a4b8284dd3f8.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;125;0;HB;27.50023546;-82.71513332;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;4502 3 Ave;0.0;0.0;0;0;0.0;0.0;0;0;23;0;0;NO;Fred, Carolyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467950400000;;NO
NO;section4@islandturtlewatch.com;392;ACTIVE;13;Stakes may be buried under feet of accreted sand or missing -  complete washout.;NO;NO;Hermine;1472788800000;YES;0;;NO;NO;NO;0;YES;0;Tropical Depression 9;1472616000000;Hermine;1472702400000;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Hermine;1472788800000;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/392/41d9aa73-e746-4972-b693-196c41add299.jpg;;;;;;;;NO;;0;0;0;NO;Complete washout - Hermine;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;85;0;HB;27.49967615;-82.71457949;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;4408 2 Ave;0.0;0.0;0;0;0.0;0.0;0;0;89;0;57;NO;Fred, Carolyn;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467950400000;;NO
NO;section4@islandturtlewatch.com;393;ACTIVE;13;Three abandoned body pits. Standing water / Inundated by Hermine. No hatch. Excavated nest after 70 days.;YES;YES;;;YES;0;;NO;NO;NO;0;YES;0;Hermine;1472788800000;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;Hermine;1472702400000;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/393/3562c8f2-aaaf-431f-9769-df47f47f04fe.jpg;;;;;;;;YES;Cee Cee from family;62;1;0;YES;;UNSET_REASON;59;0;0;1474171200000;25;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;2;0;HB;27.50357499;-82.71668239;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;103 50th St;0.0;0.0;0;0;0.0;0.0;0;0;151;0;58;NO;Alice, Glenn;NO;0;LOGGERHEAD;;NEST_VERIFIED;1468036800000;;NO
NO;section4@islandturtlewatch.com;394;ACTIVE;7;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;100;http://1-dot-static-sentinel-567.appspot.com/web/image/394/ee8d8b9b-93d3-4a57-9df7-ffdab2e41608.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;129;0;HB;27.49846297;-82.71404659;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;4200 Gulf Drive - south third of Gulf Sands;0.0;0.0;0;0;0.0;0.0;0;0;19;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468036800000;;NO
NO;section4@islandturtlewatch.com;395;ACTIVE;16;Stakes found in dunes nowhere near nest location.;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;Hermine;1472702400000;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Hermine;1472788800000;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/395/71dedcea-f069-4df9-a409-e5f23dd37de4.jpg;;;;;;;;NO;;0;0;0;NO;Complete washout -  Hermine;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;42;0;HB;27.50554978;-82.718109;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5200 Gulf Drive - below Martinique South garages;0.0;0.0;0;0;0.0;0.0;0;0;100;0;59;NO;Fran;NO;0;LOGGERHEAD;;NEST_VERIFIED;1468296000000;;NO
NO;section4@islandturtlewatch.com;396;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;101;http://1-dot-static-sentinel-567.appspot.com/web/image/396/b512328e-3dae-425a-9279-3dd979647165.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;128;0;HB;27.49964074;-82.71475314;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;4408 2 Ave ;0.0;0.0;0;0;0.0;0.0;0;0;26;0;0;NO;Fran;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468296000000;;NO
NO;section4@islandturtlewatch.com;397;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;102;http://1-dot-static-sentinel-567.appspot.com/web/image/397/f4afae5d-277d-499d-b57c-301a0eb804b3.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;141;0;HB;27.49941268;-82.71465659;;NO;NO;NO;NO;;NO;ON_ESCARPMENT;0;4408 2nd Ave - just below 4302 Street sign;0.0;0.0;0;0;0.0;0.0;0;0;21;0;0;NO;Fran;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468296000000;;NO
NO;section4@islandturtlewatch.com;398;ACTIVE;14;Stakes may be buried under feet of accreted sand or missing -  complete washout.;NO;NO;Hermine;1472788800000;YES;0;;NO;NO;NO;0;YES;0;Tropical Depression 9;1472616000000;Hermine;1472702400000;Hermine;1472788800000;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Hermine;1472788800000;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/398/06920e21-cd26-400a-965d-7657addc4f9e.jpg;;;;;;;;NO;;0;0;0;NO;Complete washout - Hermine;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;61;0;HB;27.49991657;-82.71482267;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;4410 2nd Avenue;0.0;0.0;0;0;0.0;0.0;0;0;75;0;60;NO;Shirley, Sam;NO;0;LOGGERHEAD;;NEST_VERIFIED;1468382400000;;NO
NO;section4@islandturtlewatch.com;399;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;103;http://1-dot-static-sentinel-567.appspot.com/web/image/399/c279baf9-84b8-40db-8b66-c4c9745f5990.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;39;0;HB;27.50364283;-82.71686721;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;103 50th Street - just north of house and south of street sign;0.0;0.0;0;0;0.0;0.0;0;0;108;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468468800000;;NO
NO;section4@islandturtlewatch.com;400;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;104;http://1-dot-static-sentinel-567.appspot.com/web/image/400/4bb9e452-6675-4a46-a8ab-35bca0e31031.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;136;0;HB;27.50125061;-82.71568839;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;101 47th Street;0.0;0.0;0;0;0.0;0.0;0;0;13;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468468800000;;NO
NO;section4@islandturtlewatch.com;401;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;105;http://1-dot-static-sentinel-567.appspot.com/web/image/401/b59e8b79-822c-4ddc-9cc7-a854a92bffa5.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;55;0;HB;27.50944157;-82.72103446;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5806 Gulf Drive - Waters Edge Condo - south wing;0.0;0.0;0;0;0.0;0.0;0;0;57;0;0;NO;Fred, Carolyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468555200000;;NO
NO;section4@islandturtlewatch.com;402;ACTIVE;18;Approximately 18 inches of sand deposited over  . nest by Hermine. 9/10 - removed sand above nest to original level as marked on stakes. 9/13 - added second staked and ribboned barrier outside original for public safety. No hatch. Excavated nest at 70 days;NO;NO;Hermine;1472788800000;YES;0;;NO;NO;NO;0;YES;0;Hermine;1472702400000;Hermine;1472788800000;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/402/33804946-a8e9-40d7-9517-afa747221989.jpg;;;;;;;;YES;Alaya Brielle Street;0;0;0;YES;;UNSET_REASON;0;0;0;1474603200000;42;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;32;0;HB;27.50751083;-82.71944816;Gulf;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5608 Gulf Drive - Sun Plaza West;0.0;0.0;0;0;0.0;0.0;0;0;112;0;61;NO;Fred, Carolyn;NO;0;LOGGERHEAD;;NEST_VERIFIED;1468555200000;;NO
NO;section4@islandturtlewatch.com;403;ACTIVE;3;;YES;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;106;http://1-dot-static-sentinel-567.appspot.com/web/image/403/0e77489a-e4b4-4317-b523-ca4648bd260d.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;HB;27.50239488;-82.71585507;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;102 48th Street;0.0;0.0;0;0;0.0;0.0;0;0;148;0;0;NO;Marilyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468814400000;;NO
NO;section4@islandturtlewatch.com;404;ACTIVE;21;Approximately 18 inches of sand deposited over  . nest by Hermine. 9/11 - removed sand above nest to original level as marked on stakes.  9/13 - added second staked and ribboned barrier outside original for public safety. No hatch. Nest excavated after 70 days.;NO;NO;Hermine;1472788800000;YES;0;;NO;NO;NO;0;YES;0;Hermine;1472702400000;Hermine;1472788800000;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/404/acce1ceb-74a5-4c6b-8bd6-2a66e3800fff.jpg;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;0;0;0;1474948800000;73;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;53;0;HB;27.50461855;-82.71759515;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;5106 5th Avenue - just north of house;0.0;0.0;0;0;0.0;0.0;0;0;52;0;62;NO;Fran;NO;0;LOGGERHEAD;;NEST_VERIFIED;1468900800000;;NO
NO;section4@islandturtlewatch.com;405;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;107;http://1-dot-static-sentinel-567.appspot.com/web/image/405/234fc27e-4b23-44e1-a091-eb6399ee9eb3.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;91;0;HB;27.51048781;-82.72210936;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;6306 Gulf Drive - Blue Water;0.0;0.0;0;0;0.0;0.0;0;0;15;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469073600000;;NO
NO;section4@islandturtlewatch.com;406;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;108;http://1-dot-static-sentinel-567.appspot.com/web/image/406/78688592-2376-4a19-99bd-532d0a8fb9c0.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;94;0;HB;27.50869222;-82.72071931;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5562 Gulf Drive - Vista Grande;0.0;0.0;0;0;0.0;0.0;0;0;12;0;0;NO;Alice, Glenn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469073600000;;NO
NO;section4@islandturtlewatch.com;407;ACTIVE;17;Approximately 18 inches of sand deposited over  . nest by Hermine. 9/10 - removed sand above nest to original level as marked on stakes.  9/13 - added second staked and ribboned barrier outside original for public safety.;NO;NO;Hermine;1472788800000;YES;0;;NO;NO;NO;0;YES;0;Hermine;1472788800000;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;Hermine;1472702400000;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/407/8690d1f8-cac5-4823-a5a9-040294b04e16.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/407/c37dc897-b01d-41f5-99ae-5e18563e16f9.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/407/71a3e2ca-aee0-4303-ba87-aeec9974b3e0.jpg;;;;;;NO;;0;0;0;YES;;UNSET_REASON;0;0;0;1475121600000;77;UNSET_REASON;0;UNSET_TYPE;27.50647932;-82.7180172;0;0;;UNSET_REASON;0;NO;11;0;HB;27.50983923;-82.72122333;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5806 Gulf Drive - north edge of Waters Edge;0.0;0.0;0;0;0.0;0.0;0;0;94;0;63;NO;Alice, Glenn;NO;0;LOGGERHEAD;;NEST_VERIFIED;1469073600000;;NO
NO;section4@islandturtlewatch.com;408;ACTIVE;9;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;Hermine;1472702400000;Hermine;1472788800000;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/408/35f4393a-d317-41cc-b1c8-3092297eaf6b.jpg;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;0;0;0;1475294400000;90;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;28;0;HB;27.50978841;-82.72131791;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5806 Waters Edge - north wing;0.0;0.0;0;0;0.0;0.0;0;0;67;0;64;NO;Marie;NO;0;LOGGERHEAD;;NEST_VERIFIED;1469246400000;;NO
NO;section4@islandturtlewatch.com;409;ACTIVE;28;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;Tropical Depression 9;1472529600000;;;;;NO;NO;NO;0;NO;Tropical;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Tropical Depression   ;1472616000000;;1469592000000;;1469764800000;;;;1469851200000;;1470369600000;;1470456000000;;1470542400000;;1470628800000;;1470715200000;;1470801600000;;1472529600000;0;http://1-dot-static-sentinel-567.appspot.com/web/image/409/daa4bb2c-bcb5-470f-a18a-a0bebf1dad03.jpg;;;;;;;;NO;;0;0;0;NO;Complete washout - Hermine;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;102;0;HB;27.50577742;-82.71861284;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;5300 Gulf Drive - south end of Martinique North;0.0;0.0;0;0;0.0;0.0;0;0;32;0;65;NO;Marie;NO;0;LOGGERHEAD;;NEST_VERIFIED;1469246400000;;NO
NO;section4@islandturtlewatch.com;410;ACTIVE;20;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;Tropical Depression 9;1472529600000;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Tropical Depression 9.  ;1472616000000;;1469592000000;;1469678400000;;0;;1470196800000;;1470283200000;;1470369600000;;1470456000000;;1470542400000;;1470628800000;;1470715200000;;1470801600000;0;http://1-dot-static-sentinel-567.appspot.com/web/image/410/3f48c521-d9a3-4a64-8336-511904ef7836.jpg;;;;;;;;NO;;0;0;0;NO;Complete washout - Hermine;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;104;0;HB;27.50239144;-82.71640101;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;102 48th Street;0.0;0.0;0;0;0.0;0.0;0;0;43;0;66;NO;Marie;NO;0;LOGGERHEAD;;NEST_VERIFIED;1469246400000;;NO
NO;section4@islandturtlewatch.com;411;ACTIVE;15;Stakes may be buried under feet of accreted sand or missing -  complete washout.;NO;NO;Hermine;1472788800000;YES;0;;NO;NO;NO;0;YES;0;Hermine;1472702400000;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Hermine;1472788800000;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/411/fcfc1247-e225-4a7b-b558-8a07b43b60aa.jpg;;;;;;;;NO;;0;0;0;NO;Complete washout - Hermine;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;51;0;HB;27.50310969;-82.71653364;;NO;NO;NO;NO;;NO;ON_ESCARPMENT;0;102 49th Street;0.0;0.0;0;0;0.0;0.0;0;0;80;0;67;NO;Ralph, Denise;NO;0;LOGGERHEAD;;NEST_VERIFIED;1469332800000;;NO
NO;section4@islandturtlewatch.com;412;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;109;http://1-dot-static-sentinel-567.appspot.com/web/image/412/e3c79bc5-b923-4b22-bfcb-7ae925ca6e05.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;150;0;HB;27.50048995;-82.71530658;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;4504 3 Ave;0.0;0.0;0;0;0.0;0.0;0;0;24;0;0;NO;Marilyn;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469419200000;;NO
